,County,Pollutant,Dayofweek,Hour,Season,Sample
1301,Alameda,NO2,Sat,18,1,0.134596154
1302,Alameda,NO2,Sat,18,2,0.070692308
1303,Alameda,NO2,Sat,18,3,0.064441558
1304,Alameda,NO2,Sat,18,4,0.152342105
1305,Alameda,NO2,Sat,19,1,0.135653846
1306,Alameda,NO2,Sat,19,2,0.075430769
1307,Alameda,NO2,Sat,19,3,0.067246753
1308,Alameda,NO2,Sat,19,4,0.15475
1309,Alameda,NO2,Sat,20,1,0.141596154
1310,Alameda,NO2,Sat,20,2,0.080553846
1311,Alameda,NO2,Sat,20,3,0.067506494
1312,Alameda,NO2,Sat,20,4,0.155802632
1313,Alameda,NO2,Sat,21,1,0.145980769
1314,Alameda,NO2,Sat,21,2,0.081015385
1315,Alameda,NO2,Sat,21,3,0.066844156
1316,Alameda,NO2,Sat,21,4,0.151789474
1317,Alameda,NO2,Sat,22,1,0.145923077
1318,Alameda,NO2,Sat,22,2,0.079707692
1319,Alameda,NO2,Sat,22,3,0.068649351
1320,Alameda,NO2,Sat,22,4,0.144197368
1321,Alameda,NO2,Sat,23,1,0.142173077
1322,Alameda,NO2,Sat,23,2,0.071953846
1323,Alameda,NO2,Sat,23,3,0.064236842
1324,Alameda,NO2,Sat,23,4,0.138302632
1325,Alameda,Ozone,Sun,0,1,0.276373626
1326,Alameda,Ozone,Sun,0,2,0.390769231
1327,Alameda,Ozone,Sun,0,3,0.297402597
1328,Alameda,Ozone,Sun,0,4,0.261706349
1329,Alameda,Ozone,Sun,1,1,0.284340659
1330,Alameda,Ozone,Sun,1,2,0.384835165
1331,Alameda,Ozone,Sun,1,3,0.292022263
1332,Alameda,Ozone,Sun,1,4,0.257142857
1333,Alameda,Ozone,Sun,2,1,0.232417582
1334,Alameda,Ozone,Sun,2,2,0.349450549
1335,Alameda,Ozone,Sun,2,3,0.262271062
1336,Alameda,Ozone,Sun,2,4,0.231428571
1337,Alameda,Ozone,Sun,3,1,0.356593407
1338,Alameda,Ozone,Sun,3,2,0.423626374
1339,Alameda,Ozone,Sun,3,3,0.311278195
1340,Alameda,Ozone,Sun,3,4,0.296138996
1341,Alameda,Ozone,Sun,4,1,0.285989011
1342,Alameda,Ozone,Sun,4,2,0.363296703
1343,Alameda,Ozone,Sun,4,3,0.277365492
1344,Alameda,Ozone,Sun,4,4,0.263179074
1345,Alameda,Ozone,Sun,5,1,0.289285714
1346,Alameda,Ozone,Sun,5,2,0.348791209
1347,Alameda,Ozone,Sun,5,3,0.2716141
1348,Alameda,Ozone,Sun,5,4,0.26277666
1349,Alameda,Ozone,Sun,6,1,0.27967033
1350,Alameda,Ozone,Sun,6,2,0.369230769
1351,Alameda,Ozone,Sun,6,3,0.285528757
1352,Alameda,Ozone,Sun,6,4,0.262575453
1353,Alameda,Ozone,Sun,7,1,0.283791209
1354,Alameda,Ozone,Sun,7,2,0.39978022
1355,Alameda,Ozone,Sun,7,3,0.306122449
1356,Alameda,Ozone,Sun,7,4,0.274044266
1357,Alameda,Ozone,Sun,8,1,0.304395604
1358,Alameda,Ozone,Sun,8,2,0.43010989
1359,Alameda,Ozone,Sun,8,3,0.338033395
1360,Alameda,Ozone,Sun,8,4,0.300198413
1361,Alameda,Ozone,Sun,9,1,0.343131868
1362,Alameda,Ozone,Sun,9,2,0.469450549
1363,Alameda,Ozone,Sun,9,3,0.390166976
1364,Alameda,Ozone,Sun,9,4,0.345634921
1365,Alameda,Ozone,Sun,10,1,0.371978022
1366,Alameda,Ozone,Sun,10,2,0.516483516
1367,Alameda,Ozone,Sun,10,3,0.444526902
1368,Alameda,Ozone,Sun,10,4,0.379074447
1369,Alameda,Ozone,Sun,11,1,0.402747253
1370,Alameda,Ozone,Sun,11,2,0.565714286
1371,Alameda,Ozone,Sun,11,3,0.504638219
1372,Alameda,Ozone,Sun,11,4,0.42917505
1373,Alameda,Ozone,Sun,12,1,0.425824176
1374,Alameda,Ozone,Sun,12,2,0.604175824
1375,Alameda,Ozone,Sun,12,3,0.537105751
1376,Alameda,Ozone,Sun,12,4,0.460160966
1377,Alameda,Ozone,Sun,13,1,0.440384615
1378,Alameda,Ozone,Sun,13,2,0.624615385
1379,Alameda,Ozone,Sun,13,3,0.553061224
1380,Alameda,Ozone,Sun,13,4,0.475452716
1381,Alameda,Ozone,Sun,14,1,0.45
1382,Alameda,Ozone,Sun,14,2,0.626593407
1383,Alameda,Ozone,Sun,14,3,0.556015038
1384,Alameda,Ozone,Sun,14,4,0.47444668
1385,Alameda,Ozone,Sun,15,1,0.451648352
1386,Alameda,Ozone,Sun,15,2,0.603125
1387,Alameda,Ozone,Sun,15,3,0.532706767
1388,Alameda,Ozone,Sun,15,4,0.466197183
1389,Alameda,Ozone,Sun,16,1,0.436538462
1390,Alameda,Ozone,Sun,16,2,0.582142857
1391,Alameda,Ozone,Sun,16,3,0.481390977
1392,Alameda,Ozone,Sun,16,4,0.432394366
1393,Alameda,Ozone,Sun,17,1,0.413186813
1394,Alameda,Ozone,Sun,17,2,0.559151786
1395,Alameda,Ozone,Sun,17,3,0.432894737
1396,Alameda,Ozone,Sun,17,4,0.37665996
1397,Alameda,Ozone,Sun,18,1,0.38627451
1398,Alameda,Ozone,Sun,18,2,0.516071429
1399,Alameda,Ozone,Sun,18,3,0.379511278
1400,Alameda,Ozone,Sun,18,4,0.335613682
1401,Alameda,Ozone,Sun,19,1,0.351648352
1402,Alameda,Ozone,Sun,19,2,0.469160998
1403,Alameda,Ozone,Sun,19,3,0.340816327
1404,Alameda,Ozone,Sun,19,4,0.318712274
1405,Alameda,Ozone,Sun,20,1,0.339835165
1406,Alameda,Ozone,Sun,20,2,0.439229025
1407,Alameda,Ozone,Sun,20,3,0.328571429
1408,Alameda,Ozone,Sun,20,4,0.305952381
1409,Alameda,Ozone,Sun,21,1,0.318406593
1410,Alameda,Ozone,Sun,21,2,0.424553571
1411,Alameda,Ozone,Sun,21,3,0.319294991
1412,Alameda,Ozone,Sun,21,4,0.300198413
1413,Alameda,Ozone,Sun,22,1,0.31043956
1414,Alameda,Ozone,Sun,22,2,0.412946429
1415,Alameda,Ozone,Sun,22,3,0.313543599
1416,Alameda,Ozone,Sun,22,4,0.294047619
1417,Alameda,Ozone,Sun,23,1,0.307417582
1418,Alameda,Ozone,Sun,23,2,0.409821429
1419,Alameda,Ozone,Sun,23,3,0.309461967
1420,Alameda,Ozone,Sun,23,4,0.284920635
1421,Alameda,Ozone,Mon,0,1,0.30989011
1422,Alameda,Ozone,Mon,0,2,0.403076923
1423,Alameda,Ozone,Mon,0,3,0.299443414
1424,Alameda,Ozone,Mon,0,4,0.290079365
1425,Alameda,Ozone,Mon,1,1,0.316483516
1426,Alameda,Ozone,Mon,1,2,0.408791209
1427,Alameda,Ozone,Mon,1,3,0.292764378
1428,Alameda,Ozone,Mon,1,4,0.281944444
1429,Alameda,Ozone,Mon,2,1,0.332142857
1430,Alameda,Ozone,Mon,2,2,0.399340659
1431,Alameda,Ozone,Mon,2,3,0.293526786
1432,Alameda,Ozone,Mon,2,4,0.291767554
1433,Alameda,Ozone,Mon,3,2,0.314285714
1434,Alameda,Ozone,Mon,3,3,0.174725275
1435,Alameda,Ozone,Mon,3,4,0.179120879
1436,Alameda,Ozone,Mon,4,1,0.319047619
1437,Alameda,Ozone,Mon,4,2,0.347032967
1438,Alameda,Ozone,Mon,4,3,0.23877551
1439,Alameda,Ozone,Mon,4,4,0.234126984
1440,Alameda,Ozone,Mon,5,1,0.3
1441,Alameda,Ozone,Mon,5,2,0.343973214
1442,Alameda,Ozone,Mon,5,3,0.236842105
1443,Alameda,Ozone,Mon,5,4,0.218571429
1444,Alameda,Ozone,Mon,6,1,0.25327381
1445,Alameda,Ozone,Mon,6,2,0.350892857
1446,Alameda,Ozone,Mon,6,3,0.239703154
1447,Alameda,Ozone,Mon,6,4,0.207660455
1448,Alameda,Ozone,Mon,7,1,0.228021978
1449,Alameda,Ozone,Mon,7,2,0.369419643
1450,Alameda,Ozone,Mon,7,3,0.262406015
1451,Alameda,Ozone,Mon,7,4,0.194409938
1452,Alameda,Ozone,Mon,8,1,0.266483516
1453,Alameda,Ozone,Mon,8,2,0.397142857
1454,Alameda,Ozone,Mon,8,3,0.294980695
1455,Alameda,Ozone,Mon,8,4,0.231349206
1456,Alameda,Ozone,Mon,9,1,0.322408964
1457,Alameda,Ozone,Mon,9,2,0.4296875
1458,Alameda,Ozone,Mon,9,3,0.333590734
1459,Alameda,Ozone,Mon,9,4,0.283928571
1460,Alameda,Ozone,Mon,10,1,0.376470588
1461,Alameda,Ozone,Mon,10,2,0.469387755
1462,Alameda,Ozone,Mon,10,3,0.398648649
1463,Alameda,Ozone,Mon,10,4,0.332622601
1464,Alameda,Ozone,Mon,11,1,0.404120879
1465,Alameda,Ozone,Mon,11,2,0.525576037
1466,Alameda,Ozone,Mon,11,3,0.465830116
1467,Alameda,Ozone,Mon,11,4,0.375266525
1468,Alameda,Ozone,Mon,12,1,0.425274725
1469,Alameda,Ozone,Mon,12,2,0.57718894
1470,Alameda,Ozone,Mon,12,3,0.521428571
1471,Alameda,Ozone,Mon,12,4,0.395948827
1472,Alameda,Ozone,Mon,13,1,0.445604396
1473,Alameda,Ozone,Mon,13,2,0.5984375
1474,Alameda,Ozone,Mon,13,3,0.55018797
1475,Alameda,Ozone,Mon,13,4,0.413043478
1476,Alameda,Ozone,Mon,14,1,0.457967033
1477,Alameda,Ozone,Mon,14,2,0.5984375
1478,Alameda,Ozone,Mon,14,3,0.548308271
1479,Alameda,Ozone,Mon,14,4,0.411632653
1480,Alameda,Ozone,Mon,15,1,0.449450549
1481,Alameda,Ozone,Mon,15,2,0.573626374
1482,Alameda,Ozone,Mon,15,3,0.511466165
1483,Alameda,Ozone,Mon,15,4,0.413279678
1484,Alameda,Ozone,Mon,16,1,0.435164835
1485,Alameda,Ozone,Mon,16,2,0.538681319
1486,Alameda,Ozone,Mon,16,3,0.462666667
1487,Alameda,Ozone,Mon,16,4,0.391348089
1488,Alameda,Ozone,Mon,17,1,0.398626374
1489,Alameda,Ozone,Mon,17,2,0.491648352
1490,Alameda,Ozone,Mon,17,3,0.408
1491,Alameda,Ozone,Mon,17,4,0.349496982
1492,Alameda,Ozone,Mon,18,1,0.342032967
1493,Alameda,Ozone,Mon,18,2,0.445714286
1494,Alameda,Ozone,Mon,18,3,0.35352381
1495,Alameda,Ozone,Mon,18,4,0.309054326
1496,Alameda,Ozone,Mon,19,1,0.307967033
1497,Alameda,Ozone,Mon,19,2,0.414945055
1498,Alameda,Ozone,Mon,19,3,0.323619048
1499,Alameda,Ozone,Mon,19,4,0.2861167
1500,Alameda,Ozone,Mon,20,1,0.269230769
1501,Alameda,Ozone,Mon,20,2,0.396043956
1502,Alameda,Ozone,Mon,20,3,0.317904762
1503,Alameda,Ozone,Mon,20,4,0.285110664
1504,Alameda,Ozone,Mon,21,1,0.256593407
1505,Alameda,Ozone,Mon,21,2,0.37978022
1506,Alameda,Ozone,Mon,21,3,0.299809524
1507,Alameda,Ozone,Mon,21,4,0.272837022
1508,Alameda,Ozone,Mon,22,1,0.251098901
1509,Alameda,Ozone,Mon,22,2,0.368571429
1510,Alameda,Ozone,Mon,22,3,0.294285714
1511,Alameda,Ozone,Mon,22,4,0.25915493
1512,Alameda,Ozone,Mon,23,1,0.257967033
1513,Alameda,Ozone,Mon,23,2,0.363296703
1514,Alameda,Ozone,Mon,23,3,0.295809524
1515,Alameda,Ozone,Mon,23,4,0.257545272
1516,Alameda,Ozone,Tue,0,1,0.270879121
1517,Alameda,Ozone,Tue,0,2,0.361978022
1518,Alameda,Ozone,Tue,0,3,0.297142857
1519,Alameda,Ozone,Tue,0,4,0.26056338
1520,Alameda,Ozone,Tue,1,1,0.253846154
1521,Alameda,Ozone,Tue,1,2,0.354505495
1522,Alameda,Ozone,Tue,1,3,0.297904762
1523,Alameda,Ozone,Tue,1,4,0.277062374
1524,Alameda,Ozone,Tue,2,1,0.231868132
1525,Alameda,Ozone,Tue,2,2,0.343736264
1526,Alameda,Ozone,Tue,2,3,0.305069124
1527,Alameda,Ozone,Tue,2,4,0.286198547
1528,Alameda,Ozone,Tue,3,3,0.171428571
1529,Alameda,Ozone,Tue,3,4,0.170238095
1530,Alameda,Ozone,Tue,4,1,0.203571429
1531,Alameda,Ozone,Tue,4,2,0.295824176
1532,Alameda,Ozone,Tue,4,3,0.247619048
1533,Alameda,Ozone,Tue,4,4,0.244466801
1534,Alameda,Ozone,Tue,5,1,0.18021978
1535,Alameda,Ozone,Tue,5,2,0.283516484
1536,Alameda,Ozone,Tue,5,3,0.232761905
1537,Alameda,Ozone,Tue,5,4,0.231469979
1538,Alameda,Ozone,Tue,6,1,0.178711485
1539,Alameda,Ozone,Tue,6,2,0.306682028
1540,Alameda,Ozone,Tue,6,3,0.232239382
1541,Alameda,Ozone,Tue,6,4,0.226890756
1542,Alameda,Ozone,Tue,7,1,0.191428571
1543,Alameda,Ozone,Tue,7,2,0.344009217
1544,Alameda,Ozone,Tue,7,3,0.253142857
1545,Alameda,Ozone,Tue,7,4,0.218012422
1546,Alameda,Ozone,Tue,8,1,0.233428571
1547,Alameda,Ozone,Tue,8,2,0.363169643
1548,Alameda,Ozone,Tue,8,3,0.281853282
1549,Alameda,Ozone,Tue,8,4,0.248015873
1550,Alameda,Ozone,Tue,9,1,0.276
1551,Alameda,Ozone,Tue,9,2,0.396875
1552,Alameda,Ozone,Tue,9,3,0.31741683
1553,Alameda,Ozone,Tue,9,4,0.289648033
1554,Alameda,Ozone,Tue,10,1,0.337714286
1555,Alameda,Ozone,Tue,10,2,0.461451247
1556,Alameda,Ozone,Tue,10,3,0.365830116
1557,Alameda,Ozone,Tue,10,4,0.340372671
1558,Alameda,Ozone,Tue,11,1,0.397667638
1559,Alameda,Ozone,Tue,11,2,0.518526786
1560,Alameda,Ozone,Tue,11,3,0.433783784
1561,Alameda,Ozone,Tue,11,4,0.367806841
1562,Alameda,Ozone,Tue,12,1,0.421008403
1563,Alameda,Ozone,Tue,12,2,0.56875
1564,Alameda,Ozone,Tue,12,3,0.496332046
1565,Alameda,Ozone,Tue,12,4,0.390674603
1566,Alameda,Ozone,Tue,13,1,0.43977591
1567,Alameda,Ozone,Tue,13,2,0.601339286
1568,Alameda,Ozone,Tue,13,3,0.535328185
1569,Alameda,Ozone,Tue,13,4,0.401388889
1570,Alameda,Ozone,Tue,14,1,0.443681319
1571,Alameda,Ozone,Tue,14,2,0.604175824
1572,Alameda,Ozone,Tue,14,3,0.53752381
1573,Alameda,Ozone,Tue,14,4,0.4037182
1574,Alameda,Ozone,Tue,15,1,0.432417582
1575,Alameda,Ozone,Tue,15,2,0.583516484
1576,Alameda,Ozone,Tue,15,3,0.518285714
1577,Alameda,Ozone,Tue,15,4,0.392759295
1578,Alameda,Ozone,Tue,16,1,0.413186813
1579,Alameda,Ozone,Tue,16,2,0.539340659
1580,Alameda,Ozone,Tue,16,3,0.472571429
1581,Alameda,Ozone,Tue,16,4,0.358708415
1582,Alameda,Ozone,Tue,17,1,0.36456044
1583,Alameda,Ozone,Tue,17,2,0.498241758
1584,Alameda,Ozone,Tue,17,3,0.418285714
1585,Alameda,Ozone,Tue,17,4,0.325440313
1586,Alameda,Ozone,Tue,18,1,0.32032967
1587,Alameda,Ozone,Tue,18,2,0.465274725
1588,Alameda,Ozone,Tue,18,3,0.368571429
1589,Alameda,Ozone,Tue,18,4,0.295694716
1590,Alameda,Ozone,Tue,19,1,0.291483516
1591,Alameda,Ozone,Tue,19,2,0.437142857
1592,Alameda,Ozone,Tue,19,3,0.325714286
1593,Alameda,Ozone,Tue,19,4,0.276320939
1594,Alameda,Ozone,Tue,20,1,0.273076923
1595,Alameda,Ozone,Tue,20,2,0.407252747
1596,Alameda,Ozone,Tue,20,3,0.305142857
1597,Alameda,Ozone,Tue,20,4,0.237573386
1598,Alameda,Ozone,Tue,21,1,0.242857143
1599,Alameda,Ozone,Tue,21,2,0.395824176
1600,Alameda,Ozone,Tue,21,3,0.297333333
1601,Alameda,Ozone,Tue,21,4,0.224853229
1602,Alameda,Ozone,Tue,22,1,0.233516484
1603,Alameda,Ozone,Tue,22,2,0.392087912
1604,Alameda,Ozone,Tue,22,3,0.290095238
1605,Alameda,Ozone,Tue,22,4,0.225244618
1606,Alameda,Ozone,Tue,23,1,0.236538462
1607,Alameda,Ozone,Tue,23,2,0.395384615
1608,Alameda,Ozone,Tue,23,3,0.287809524
1609,Alameda,Ozone,Tue,23,4,0.240704501
1610,Alameda,Ozone,Wed,0,1,0.245054945
1611,Alameda,Ozone,Wed,0,2,0.391648352
1612,Alameda,Ozone,Wed,0,3,0.277142857
1613,Alameda,Ozone,Wed,0,4,0.234050881
1614,Alameda,Ozone,Wed,1,1,0.251098901
1615,Alameda,Ozone,Wed,1,2,0.378241758
1616,Alameda,Ozone,Wed,1,3,0.275238095
1617,Alameda,Ozone,Wed,1,4,0.229761905
1618,Alameda,Ozone,Wed,2,1,0.255494505
1619,Alameda,Ozone,Wed,2,2,0.374065934
1620,Alameda,Ozone,Wed,2,3,0.276755448
1621,Alameda,Ozone,Wed,2,4,0.240714286
1622,Alameda,Ozone,Wed,3,3,0.133333333
1623,Alameda,Ozone,Wed,3,4,0.158441558
1624,Alameda,Ozone,Wed,4,1,0.237362637
1625,Alameda,Ozone,Wed,4,2,0.320758929
1626,Alameda,Ozone,Wed,4,3,0.22555332
1627,Alameda,Ozone,Wed,4,4,0.191071429
1628,Alameda,Ozone,Wed,5,1,0.218406593
1629,Alameda,Ozone,Wed,5,2,0.319047619
1630,Alameda,Ozone,Wed,5,3,0.21750503
1631,Alameda,Ozone,Wed,5,4,0.172222222
1632,Alameda,Ozone,Wed,6,1,0.219887955
1633,Alameda,Ozone,Wed,6,2,0.319274376
1634,Alameda,Ozone,Wed,6,3,0.221126761
1635,Alameda,Ozone,Wed,6,4,0.174007937
1636,Alameda,Ozone,Wed,7,1,0.220833333
1637,Alameda,Ozone,Wed,7,2,0.352304147
1638,Alameda,Ozone,Wed,7,3,0.246138996
1639,Alameda,Ozone,Wed,7,4,0.179365079
1640,Alameda,Ozone,Wed,8,1,0.256285714
1641,Alameda,Ozone,Wed,8,2,0.388435374
1642,Alameda,Ozone,Wed,8,3,0.274095238
1643,Alameda,Ozone,Wed,8,4,0.22202381
1644,Alameda,Ozone,Wed,9,1,0.30728863
1645,Alameda,Ozone,Wed,9,2,0.418820862
1646,Alameda,Ozone,Wed,9,3,0.311776062
1647,Alameda,Ozone,Wed,9,4,0.276938776
1648,Alameda,Ozone,Wed,10,1,0.350145773
1649,Alameda,Ozone,Wed,10,2,0.473302108
1650,Alameda,Ozone,Wed,10,3,0.377142857
1651,Alameda,Ozone,Wed,10,4,0.318367347
1652,Alameda,Ozone,Wed,11,1,0.378151261
1653,Alameda,Ozone,Wed,11,2,0.531105991
1654,Alameda,Ozone,Wed,11,3,0.434962406
1655,Alameda,Ozone,Wed,11,4,0.358163265
1656,Alameda,Ozone,Wed,12,1,0.414845938
1657,Alameda,Ozone,Wed,12,2,0.57845805
1658,Alameda,Ozone,Wed,12,3,0.495676692
1659,Alameda,Ozone,Wed,12,4,0.383850932
1660,Alameda,Ozone,Wed,13,1,0.432212885
1661,Alameda,Ozone,Wed,13,2,0.594557823
1662,Alameda,Ozone,Wed,13,3,0.527067669
1663,Alameda,Ozone,Wed,13,4,0.394047619
1664,Alameda,Ozone,Wed,14,1,0.438461538
1665,Alameda,Ozone,Wed,14,2,0.585714286
1666,Alameda,Ozone,Wed,14,3,0.513729128
1667,Alameda,Ozone,Wed,14,4,0.396086106
1668,Alameda,Ozone,Wed,15,1,0.42967033
1669,Alameda,Ozone,Wed,15,2,0.575824176
1670,Alameda,Ozone,Wed,15,3,0.486446886
1671,Alameda,Ozone,Wed,15,4,0.38015873
1672,Alameda,Ozone,Wed,16,1,0.403571429
1673,Alameda,Ozone,Wed,16,2,0.549450549
1674,Alameda,Ozone,Wed,16,3,0.457513915
1675,Alameda,Ozone,Wed,16,4,0.348336595
1676,Alameda,Ozone,Wed,17,1,0.365934066
1677,Alameda,Ozone,Wed,17,2,0.512967033
1678,Alameda,Ozone,Wed,17,3,0.40148423
1679,Alameda,Ozone,Wed,17,4,0.291976517
1680,Alameda,Ozone,Wed,18,1,0.312087912
1681,Alameda,Ozone,Wed,18,2,0.481538462
1682,Alameda,Ozone,Wed,18,3,0.344897959
1683,Alameda,Ozone,Wed,18,4,0.257534247
1684,Alameda,Ozone,Wed,19,1,0.288461538
1685,Alameda,Ozone,Wed,19,2,0.446593407
1686,Alameda,Ozone,Wed,19,3,0.311131725
1687,Alameda,Ozone,Wed,19,4,0.233072407
1688,Alameda,Ozone,Wed,20,1,0.272252747
1689,Alameda,Ozone,Wed,20,2,0.433928571
1690,Alameda,Ozone,Wed,20,3,0.297217069
1691,Alameda,Ozone,Wed,20,4,0.21369863
1692,Alameda,Ozone,Wed,21,1,0.240384615
1693,Alameda,Ozone,Wed,21,2,0.427232143
1694,Alameda,Ozone,Wed,21,3,0.297402597
1695,Alameda,Ozone,Wed,21,4,0.204696673
1696,Alameda,Ozone,Wed,22,1,0.244505495
1697,Alameda,Ozone,Wed,22,2,0.426785714
1698,Alameda,Ozone,Wed,22,3,0.29851577
1699,Alameda,Ozone,Wed,22,4,0.206066536
1700,Alameda,Ozone,Wed,23,1,0.25521978
1701,Alameda,Ozone,Wed,23,2,0.423214286
1702,Alameda,Ozone,Wed,23,3,0.294805195
1703,Alameda,Ozone,Wed,23,4,0.199804305
1704,Alameda,Ozone,Thu,0,1,0.271153846
1705,Alameda,Ozone,Thu,0,2,0.418973214
1706,Alameda,Ozone,Thu,0,3,0.296846011
1707,Alameda,Ozone,Thu,0,4,0.19702381
1708,Alameda,Ozone,Thu,1,1,0.254945055
1709,Alameda,Ozone,Thu,1,2,0.416517857
1710,Alameda,Ozone,Thu,1,3,0.29406308
1711,Alameda,Ozone,Thu,1,4,0.20583501
1712,Alameda,Ozone,Thu,2,1,0.253296703
1713,Alameda,Ozone,Thu,2,2,0.413839286
1714,Alameda,Ozone,Thu,2,3,0.298866213
1715,Alameda,Ozone,Thu,2,4,0.217191283
1716,Alameda,Ozone,Thu,3,1,0.085714286
1717,Alameda,Ozone,Thu,3,3,0.207692308
1718,Alameda,Ozone,Thu,3,4,0.123809524
1719,Alameda,Ozone,Thu,4,1,0.230494505
1720,Alameda,Ozone,Thu,4,2,0.383035714
1721,Alameda,Ozone,Thu,4,3,0.26270872
1722,Alameda,Ozone,Thu,4,4,0.181547619
1723,Alameda,Ozone,Thu,5,1,0.221703297
1724,Alameda,Ozone,Thu,5,2,0.361981567
1725,Alameda,Ozone,Thu,5,3,0.236549165
1726,Alameda,Ozone,Thu,5,4,0.166122449
1727,Alameda,Ozone,Thu,6,1,0.220728291
1728,Alameda,Ozone,Thu,6,2,0.362358277
1729,Alameda,Ozone,Thu,6,3,0.2432282
1730,Alameda,Ozone,Thu,6,4,0.149496982
1731,Alameda,Ozone,Thu,7,1,0.208241758
1732,Alameda,Ozone,Thu,7,2,0.384151786
1733,Alameda,Ozone,Thu,7,3,0.263809524
1734,Alameda,Ozone,Thu,7,4,0.144869215
1735,Alameda,Ozone,Thu,8,1,0.240056022
1736,Alameda,Ozone,Thu,8,2,0.410657596
1737,Alameda,Ozone,Thu,8,3,0.278195489
1738,Alameda,Ozone,Thu,8,4,0.166071429
1739,Alameda,Ozone,Thu,9,1,0.291316527
1740,Alameda,Ozone,Thu,9,2,0.437053571
1741,Alameda,Ozone,Thu,9,3,0.308646617
1742,Alameda,Ozone,Thu,9,4,0.205088063
1743,Alameda,Ozone,Thu,10,1,0.332285714
1744,Alameda,Ozone,Thu,10,2,0.484821429
1745,Alameda,Ozone,Thu,10,3,0.356400742
1746,Alameda,Ozone,Thu,10,4,0.247749511
1747,Alameda,Ozone,Thu,11,1,0.354901961
1748,Alameda,Ozone,Thu,11,2,0.533035714
1749,Alameda,Ozone,Thu,11,3,0.416729323
1750,Alameda,Ozone,Thu,11,4,0.28590998
1751,Alameda,Ozone,Thu,12,1,0.384615385
1752,Alameda,Ozone,Thu,12,2,0.573922902
1753,Alameda,Ozone,Thu,12,3,0.466419295
1754,Alameda,Ozone,Thu,12,4,0.322896282
1755,Alameda,Ozone,Thu,13,1,0.416806723
1756,Alameda,Ozone,Thu,13,2,0.590178571
1757,Alameda,Ozone,Thu,13,3,0.493040293
1758,Alameda,Ozone,Thu,13,4,0.347358121
1759,Alameda,Ozone,Thu,14,1,0.423626374
1760,Alameda,Ozone,Thu,14,2,0.5921875
1761,Alameda,Ozone,Thu,14,3,0.487728938
1762,Alameda,Ozone,Thu,14,4,0.350489237
1763,Alameda,Ozone,Thu,15,1,0.42032967
1764,Alameda,Ozone,Thu,15,2,0.575669643
1765,Alameda,Ozone,Thu,15,3,0.464102564
1766,Alameda,Ozone,Thu,15,4,0.339034205
1767,Alameda,Ozone,Thu,16,1,0.401098901
1768,Alameda,Ozone,Thu,16,2,0.559151786
1769,Alameda,Ozone,Thu,16,3,0.431868132
1770,Alameda,Ozone,Thu,16,4,0.294324853
1771,Alameda,Ozone,Thu,17,1,0.351648352
1772,Alameda,Ozone,Thu,17,2,0.527008929
1773,Alameda,Ozone,Thu,17,3,0.386813187
1774,Alameda,Ozone,Thu,17,4,0.230136986
1775,Alameda,Ozone,Thu,18,1,0.310714286
1776,Alameda,Ozone,Thu,18,2,0.496651786
1777,Alameda,Ozone,Thu,18,3,0.34047619
1778,Alameda,Ozone,Thu,18,4,0.195890411
1779,Alameda,Ozone,Thu,19,1,0.284065934
1780,Alameda,Ozone,Thu,19,2,0.466964286
1781,Alameda,Ozone,Thu,19,3,0.320593692
1782,Alameda,Ozone,Thu,19,4,0.182778865
1783,Alameda,Ozone,Thu,20,1,0.266208791
1784,Alameda,Ozone,Thu,20,2,0.461607143
1785,Alameda,Ozone,Thu,20,3,0.30742115
1786,Alameda,Ozone,Thu,20,4,0.188649706
1787,Alameda,Ozone,Thu,21,1,0.268681319
1788,Alameda,Ozone,Thu,21,2,0.455803571
1789,Alameda,Ozone,Thu,21,3,0.305009276
1790,Alameda,Ozone,Thu,21,4,0.190802348
1791,Alameda,Ozone,Thu,22,1,0.257142857
1792,Alameda,Ozone,Thu,22,2,0.445535714
1793,Alameda,Ozone,Thu,22,3,0.304638219
1794,Alameda,Ozone,Thu,22,4,0.2
1795,Alameda,Ozone,Thu,23,1,0.264835165
1796,Alameda,Ozone,Thu,23,2,0.445089286
1797,Alameda,Ozone,Thu,23,3,0.305751391
1798,Alameda,Ozone,Thu,23,4,0.209589041
1799,Alameda,Ozone,Fri,0,1,0.247802198
1800,Alameda,Ozone,Fri,0,2,0.443736264
1801,Alameda,Ozone,Fri,0,3,0.314111498
1802,Alameda,Ozone,Fri,0,4,0.207240705
1803,Alameda,Ozone,Fri,1,1,0.248351648
1804,Alameda,Ozone,Fri,1,2,0.432747253
1805,Alameda,Ozone,Fri,1,3,0.305923345
1806,Alameda,Ozone,Fri,1,4,0.21167002
1807,Alameda,Ozone,Fri,2,1,0.246978022
1808,Alameda,Ozone,Fri,2,2,0.429450549
1809,Alameda,Ozone,Fri,2,3,0.311727079
1810,Alameda,Ozone,Fri,2,4,0.229761905
1811,Alameda,Ozone,Fri,3,3,0.195918367
1812,Alameda,Ozone,Fri,3,4,0.1
1813,Alameda,Ozone,Fri,4,1,0.239285714
1814,Alameda,Ozone,Fri,4,2,0.37978022
1815,Alameda,Ozone,Fri,4,3,0.258710801
1816,Alameda,Ozone,Fri,4,4,0.202615694
1817,Alameda,Ozone,Fri,5,1,0.226098901
1818,Alameda,Ozone,Fri,5,2,0.362857143
1819,Alameda,Ozone,Fri,5,3,0.253484321
