China Hong Kong SAR,0.1,0.1,0.1,0.1,^,^,^,^,^,^,^,^,^,^,^,^,^,0.9,2.1,2.7,3.4,3.9,4.9,5.7,6.1,5.5,5.9,6.3,7.3,5.2,5.6,4.2,3.5,4.4,3.7,4.3,6.9,5.3,6.8,6.3,6.9,6.9,7.5,6.9,7.2,6.2,7.4,7.3,7.8,8.1,6.7,6.7,--0.3%,--0.2%,0.2%
India,35.5,35.5,36.1,37.3,39.6,37.6,38.1,40.2,39.7,44.8,48.1,50.1,52.5,50.8,54.0,56.7,63.8,63.1,67.0,70.4,73.7,79.2,87.0,93.3,101.5,109.7,116.8,123.7,128.1,132.2,140.3,144.3,151.0,156.0,154.5,164.4,165.8,173.1,181.3,193.0,211.3,219.4,240.1,259.3,280.8,290.4,304.8,330.0,352.8,387.5,396.6,411.9,3.6%,6.5%,11.0%
Indonesia,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.9,1.4,2.3,2.4,3.6,3.4,3.5,4.2,4.9,4.9,5.4,6.5,8.0,8.6,11.8,13.2,16.7,17.2,23.1,21.3,24.4,28.9,36.2,31.5,33.2,39.5,46.9,53.0,57.0,45.1,51.2,62.7,22.2%,7.7%,1.7%
Japan,48.7,51.9,57.0,58.7,62.7,60.4,54.8,53.6,56.6,60.0,56.2,54.9,51.8,46.9,50.1,58.2,65.3,62.2,61.4,68.6,71.6,68.2,69.6,75.2,75.3,78.0,77.4,76.1,77.6,81.3,84.3,86.5,88.8,84.7,89.1,95.5,97.8,103.9,106.7,109.6,114.0,112.3,117.7,120.3,101.6,115.7,109.6,115.8,121.2,119.1,119.9,119.9,--0.2%,0.5%,3.2%
Malaysia,^,^,^,^,^,^,^,0.1,0.1,0.1,^,^,^,^,^,^,0.1,0.1,0.2,0.2,0.3,0.2,0.3,0.3,1.2,1.3,1.6,1.6,1.4,1.5,1.7,1.7,1.6,1.7,1.9,2.5,3.0,3.6,5.3,6.6,6.9,7.3,8.8,9.8,10.6,14.8,14.8,15.9,15.1,15.4,16.9,19.9,17.6%,9.4%,0.5%
New Zealand,1.6,1.6,1.5,1.4,1.4,1.4,1.3,1.3,1.5,1.5,1.4,1.5,1.4,1.3,1.1,1.2,1.2,1.1,1.3,1.2,1.1,1.3,1.0,1.1,1.2,1.2,1.1,1.3,1.2,1.2,1.2,1.2,1.3,1.1,1.2,1.1,1.4,1.4,2.0,2.1,2.3,2.2,1.7,2.1,1.6,1.4,1.4,1.7,1.5,1.5,1.4,1.2,--15.4%,--4.5%,♦
Pakistan,1.4,1.2,1.1,1.2,1.1,0.9,0.7,0.6,0.6,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.2,1.3,1.5,1.7,1.8,2.0,2.1,2.0,2.1,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.0,2.1,2.4,3.0,3.4,3.8,4.0,5.4,6.0,4.9,4.6,4.0,4.0,3.2,4.7,4.7,5.4,15.1%,2.2%,0.1%
Philippines,^,^,^,^,^,^,^,^,^,^,^,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.8,1.1,0.9,0.9,1.2,0.9,1.1,1.2,1.2,1.2,1.2,1.4,2.0,2.4,2.5,2.9,4.0,4.1,3.6,3.7,4.0,4.6,5.0,5.4,6.4,6.1,7.0,7.7,8.1,10.0,10.6,11.6,13.5,16.0%,9.7%,0.4%
Singapore,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,-,-,-,-,-,^,^,^,^,^,^,^,^,^,^,^,0.3,0.4,0.4,0.4,--6.5%,47.4%,♦
South Korea,5.0,5.6,5.3,5.1,5.3,5.6,5.7,5.8,7.4,7.6,8.0,9.0,9.8,9.9,11.8,13.2,15.2,15.5,16.5,19.9,22.0,23.3,23.6,25.2,24.5,24.4,24.5,23.6,25.9,26.7,28.1,32.2,34.8,36.1,38.2,43.0,45.7,49.1,51.1,53.1,54.8,54.8,59.7,66.1,68.6,75.9,83.6,81.0,81.9,84.6,85.5,81.6,--4.8%,4.6%,2.2%
Taiwan,3.0,3.0,3.0,3.0,2.8,2.7,2.4,2.3,2.1,2.1,1.9,2.0,2.3,2.6,3.2,3.8,3.5,4.1,5.5,6.3,6.7,8.2,8.9,10.3,10.7,10.6,11.6,13.4,14.9,15.6,16.1,18.2,20.8,22.6,27.5,27.5,28.9,31.4,33.4,34.7,35.3,37.0,38.8,37.0,35.2,37.6,38.9,38.0,38.6,39.0,37.8,38.6,1.7%,0.7%,1.0%
Thailand,^,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.5,0.5,0.7,0.6,0.8,1.6,1.6,2.2,2.3,2.8,3.9,4.6,4.9,5.4,6.3,7.2,8.7,9.0,7.2,7.7,7.9,8.8,9.4,9.6,10.7,11.6,12.4,14.0,15.1,15.1,15.5,15.8,16.5,16.3,17.9,17.6,17.7,0.7%,4.3%,0.5%
Vietnam,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.1,1.6,1.9,2.6,2.4,2.7,2.6,2.7,2.3,2.5,2.8,2.8,2.8,2.8,3.1,3.4,3.2,2.6,2.2,2.1,2.2,2.1,2.3,3.1,3.5,4.4,4.8,3.6,4.7,5.1,5.8,6.7,8.8,9.0,5.3,5.8,11.4,10.7,14.0,16.5,15.0,15.8,18.9,22.3,21.3,--4.4%,9.5%,0.6%
Other Asia Pacific,10.8,11.6,12.7,13.9,14.9,16.1,18.1,18.5,18.9,19.7,20.6,21.8,23.3,24.7,26.2,27.9,28.7,30.4,31.6,32.7,34.2,34.0,32.7,33.1,32.7,31.0,30.8,26.8,24.5,22.6,20.8,17.8,17.5,16.1,18.0,19.4,20.0,19.1,19.6,19.7,21.3,21.9,18.8,20.6,20.9,20.4,16.5,17.2,13.8,16.0,16.9,20.6,21.3%,--2.3%,0.6%
Total Asia Pacific,239.1,252.0,245.4,249.0,279.4,312.2,334.2,347.0,355.4,364.1,391.8,401.1,427.7,448.7,470.4,497.2,513.6,531.6,562.8,611.5,659.8,685.1,734.5,787.0,822.5,840.4,875.5,905.5,952.9,1000.5,1024.6,1068.5,1073.1,1072.3,1106.4,1143.9,1196.5,1288.2,1472.9,1656.8,1882.8,2025.7,2197.4,2257.3,2336.3,2442.3,2620.6,2677.4,2748.3,2767.0,2747.7,2753.6,--0.1%,3.9%,73.8%
Total World,1403.5,1419.8,1397.0,1418.2,1462.5,1482.8,1473.8,1490.8,1535.9,1536.8,1566.4,1624.1,1671.9,1690.4,1769.4,1812.7,1838.4,1857.9,1915.1,1998.8,2077.3,2101.0,2184.6,2249.7,2272.4,2246.4,2221.6,2214.5,2225.4,2237.9,2249.9,2306.7,2310.2,2293.1,2305.1,2384.7,2422.6,2515.8,2734.7,2922.4,3134.3,3293.9,3480.2,3528.4,3476.1,3635.6,3807.2,3817.3,3887.0,3889.4,3784.7,3732.0,--1.7%,1.9%,100.0%
OECD,886.5,883.3,866.6,886.3,897.6,884.4,839.2,833.7,868.3,860.7,845.3,892.4,904.2,897.7,953.4,986.6,997.6,984.6,1004.5,1047.7,1090.2,1076.3,1105.2,1128.7,1136.7,1111.2,1087.9,1059.9,1054.7,1054.5,1061.2,1094.8,1105.9,1100.1,1086.5,1133.3,1119.2,1133.8,1159.5,1164.3,1172.5,1177.7,1198.4,1175.2,1051.0,1114.8,1094.1,1047.3,1058.4,1040.9,972.7,913.3,--6.4%,--1.9%,24.5%
Non-OECD,517.0,536.5,530.5,531.8,564.8,598.3,634.6,657.1,667.6,676.1,721.1,731.7,767.7,792.7,816.0,826.1,840.8,873.3,910.6,951.1,987.1,1024.7,1079.4,1121.1,1135.7,1135.3,1133.8,1154.6,1170.7,1183.4,1188.7,1211.9,1204.3,1193.0,1218.6,1251.4,1303.4,1382.0,1575.2,1758.1,1961.8,2116.2,2281.7,2353.2,2425.1,2520.8,2713.1,2770.0,2828.5,2848.5,2812.0,2818.7,♦,3.7%,75.5%
European Union #,509.3,488.1,473.5,480.4,486.8,477.8,456.0,439.8,446.4,441.4,429.9,450.2,448.9,456.3,475.5,484.9,474.1,475.7,479.8,476.1,503.7,497.6,503.3,495.6,494.1,457.4,434.9,404.6,380.6,369.8,363.4,360.8,347.9,332.5,313.3,321.0,322.0,320.8,332.1,325.8,316.5,327.2,328.4,303.6,267.4,280.2,288.1,294.3,288.0,268.4,261.1,238.4,--8.9%,--1.9%,6.4%
CIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,323.7,331.8,336.0,328.6,314.0,306.4,276.8,265.5,237.5,208.6,191.9,178.0,170.0,161.5,162.3,165.1,167.2,167.4,171.6,167.9,161.4,167.3,167.3,179.0,161.5,164.7,174.7,180.7,171.8,167.8,158.9,157.9,--0.9%,--0.2%,4.2%
