Bangladesh,-,-,-,-,-,-,-,0.4,0.5,0.6,0.6,0.8,0.8,0.9,1.1,1.2,1.3,1.7,1.8,2.1,2.4,2.7,3.2,3.8,4.0,4.3,4.4,4.8,5.4,5.7,6.3,6.8,6.7,7.2,7.8,8.5,9.5,10.0,10.7,11.5,12.4,13.4,14.3,15.3,17.5,18.0,18.3,20.0,20.5,21.5,24.2,24.8,2.2%,6.9%,0.8%
China,1.0,1.2,1.4,1.3,1.8,2.7,3.5,4.5,5.6,7.0,8.2,9.4,11.3,12.8,13.5,13.3,11.8,11.1,11.4,11.6,12.0,12.8,12.9,13.4,14.0,14.2,14.8,14.8,15.6,16.1,16.5,17.2,18.2,18.8,20.0,22.8,25.5,27.2,31.6,36.9,43.4,53.4,65.7,75.7,83.3,100.1,123.4,135.8,154.7,169.6,175.3,189.3,7.7%,15.0%,5.9%
China Hong Kong SAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,1.8,2.9,2.7,3.0,2.7,2.7,2.6,1.7,2.4,2.4,2.6,2.5,2.9,2.8,3.4,2.7,2.5,2.4,2.3,2.9,3.0,2.4%,1.9%,0.1%
India,0.2,0.2,0.3,0.3,0.4,0.6,0.6,0.7,0.7,0.8,1.0,1.2,1.3,1.4,1.8,1.1,1.8,2.4,2.9,3.3,4.0,5.6,6.5,7.6,9.1,10.8,12.1,13.5,13.7,14.8,16.9,18.5,20.1,22.0,22.6,23.7,23.8,24.8,26.6,28.7,32.1,33.5,36.3,37.4,45.6,54.3,55.0,64.0,44.4,43.9,41.2,45.1,9.2%,2.5%,1.4%
Indonesia,0.5,0.5,0.6,0.6,1.1,1.1,1.1,1.1,0.7,1.0,2.1,2.1,4.5,5.2,6.7,6.3,6.3,6.0,8.1,9.4,11.1,12.0,12.4,13.2,14.8,15.2,17.5,19.1,20.3,24.0,25.3,26.4,27.5,26.5,28.8,29.3,30.3,32.9,35.1,32.1,32.3,32.9,30.7,35.2,37.3,39.1,37.9,38.0,36.7,36.8,36.4,33.9,--7.0%,1.2%,1.1%
Japan,1.6,1.6,1.7,1.8,2.0,3.1,3.3,3.3,4.6,6.3,7.5,9.0,11.0,15.4,18.3,21.7,21.7,22.2,23.9,32.2,34.4,35.1,35.9,38.1,39.6,43.3,45.7,47.6,47.9,51.2,52.1,55.6,57.7,59.5,62.5,65.1,66.8,65.4,71.8,69.3,70.7,75.4,81.2,84.4,78.7,85.1,95.0,105.2,105.2,106.2,102.1,100.1,--2.2%,3.7%,3.1%
Malaysia,-,-,-,-,-,^,0.1,0.1,0.1,0.2,0.3,0.3,0.3,2.0,2.5,2.2,1.9,2.4,3.3,4.1,4.0,6.2,6.1,6.3,7.2,6.8,10.1,10.8,10.8,10.6,11.6,13.6,16.8,17.2,19.4,24.0,23.1,23.4,25.4,27.4,31.4,31.8,31.9,35.3,31.8,26.6,31.3,31.9,36.3,38.0,37.6,38.7,2.7%,1.8%,1.2%
New Zealand,-,-,-,-,-,0.1,0.1,0.2,0.3,0.3,0.3,0.8,1.4,1.3,0.9,0.8,1.0,1.7,1.9,2.4,3.0,3.6,3.5,3.8,3.9,3.9,4.2,4.5,4.3,4.1,3.8,4.4,4.7,4.2,4.8,5.1,5.3,5.1,3.9,3.5,3.2,3.3,3.6,3.4,3.6,3.9,3.5,3.8,4.0,4.4,4.0,4.2,4.3%,2.3%,0.1%
Pakistan,1.6,1.8,2.1,2.4,2.9,3.1,3.1,2.9,3.3,3.7,4.1,4.2,4.6,4.7,5.3,6.5,7.0,7.7,7.6,7.8,7.9,8.5,9.1,9.7,10.3,11.0,11.9,11.7,13.4,13.7,14.0,15.3,15.2,16.0,18.3,19.4,20.4,22.1,27.5,33.1,35.1,35.9,36.4,37.3,37.4,38.1,38.1,39.4,38.4,37.7,39.2,40.9,4.2%,1.1%,1.3%
Philippines,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,^,^,^,^,^,0.1,1.5,2.2,2.1,2.8,2.7,3.2,3.4,3.4,3.2,3.5,3.3,3.0,3.2,3.0,3.4,14.3%,0.6%,0.1%
Singapore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6,4.1,4.5,4.8,5.9,5.9,7.7,7.7,8.3,8.7,7.9,7.9,8.5,9.5,9.8,11.0,11.3,2.5%,6.5%,0.4%
South Korea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,1.9,2.4,2.4,2.7,3.2,4.1,5.2,6.9,8.3,11.0,13.3,12.5,15.2,17.0,18.7,20.8,21.8,25.5,27.3,28.8,31.2,32.1,30.5,38.7,41.7,45.2,47.3,43.0,39.3,40.9,4.0%,3.7%,1.3%
Taiwan,0.2,0.2,0.3,0.4,0.5,0.5,1.0,1.2,1.4,1.4,1.4,1.6,1.7,1.7,1.6,1.7,1.4,1.2,1.1,1.1,1.0,0.9,0.9,1.1,1.1,1.7,2.5,2.5,2.6,3.2,3.6,3.6,4.3,5.1,5.1,5.5,6.0,6.7,6.9,8.4,8.5,9.1,9.6,10.5,10.2,12.7,14.0,14.7,14.7,15.5,16.5,17.2,3.6%,6.9%,0.5%
Thailand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,1.2,1.4,2.1,2.8,3.0,4.2,4.9,4.8,5.2,6.5,7.0,7.9,8.8,9.1,10.6,13.3,14.2,15.8,18.2,21.1,22.9,24.4,25.6,27.6,28.4,30.2,31.8,32.8,37.2,38.1,41.8,42.0,42.9,43.8,43.5,--1.0%,4.7%,1.4%
Vietnam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,^,^,0.1,0.1,^,^,^,^,^,^,0.1,0.2,0.2,0.2,0.1,0.3,0.5,0.8,1.2,1.4,1.8,2.2,2.1,3.7,5.8,6.3,6.4,6.7,7.2,8.5,7.6,8.4,8.8,9.2,9.6,9.6,0.2%,5.2%,0.3%
Other Asia Pacific,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.4,1.0,1.6,1.4,1.4,1.5,1.1,1.4,1.8,2.0,2.0,2.3,2.3,2.6,2.7,2.8,2.5,2.3,2.2,2.2,2.2,2.6,2.8,3.0,3.1,3.0,3.3,3.3,3.2,3.2,3.3,3.8,4.1,4.7,4.9,5.4,5.2,4.8,5.2,5.6,5.6,5.8,6.5,7.0,7.2,2.7%,4.0%,0.2%
Total Asia Pacific,5.3,5.9,6.6,7.2,9.5,13.2,15.5,17.9,22.1,27.4,31.8,36.6,44.9,53.7,61.3,65.8,66.7,69.6,76.5,89.4,97.1,106.0,112.6,120.1,127.8,135.8,149.2,158.5,166.5,180.1,188.8,206.3,222.1,228.4,246.5,265.3,281.8,295.1,320.3,340.7,365.9,392.9,421.8,449.8,462.0,509.8,553.8,598.6,605.6,624.9,631.6,650.3,2.7%,5.6%,20.3%
Total World,586.8,638.5,684.5,745.3,817.7,890.0,950.0,1000.4,1045.0,1067.0,1064.3,1125.1,1159.7,1206.7,1281.4,1291.5,1304.7,1308.5,1326.1,1434.7,1482.2,1495.2,1572.5,1645.4,1720.6,1767.4,1815.2,1824.0,1841.9,1855.0,1919.6,2012.5,2011.2,2046.0,2097.5,2181.7,2218.5,2280.2,2344.1,2428.1,2499.2,2573.0,2678.1,2748.0,2675.5,2874.2,2926.3,3010.5,3054.4,3073.0,3146.7,3204.1,1.5%,2.3%,100.0%
OECD,447.9,484.5,514.5,561.7,618.3,670.5,711.3,747.7,766.5,770.3,739.2,766.0,769.6,787.4,825.6,817.6,802.5,767.3,748.8,804.3,802.9,775.9,819.6,846.2,892.5,905.3,938.2,960.9,995.5,1019.3,1073.2,1130.3,1142.5,1147.6,1177.0,1224.5,1213.3,1240.3,1260.9,1279.3,1296.0,1297.7,1338.4,1361.0,1321.8,1404.8,1395.6,1429.4,1457.4,1434.8,1464.9,1495.2,1.8%,1.2%,46.7%
Non-OECD,138.8,154.0,170.0,183.6,199.5,219.5,238.7,252.7,278.5,296.6,325.0,359.1,390.2,419.3,455.8,473.9,502.1,541.2,577.3,630.4,679.3,719.2,752.9,799.2,828.1,862.1,877.0,863.1,846.3,835.6,846.4,882.2,868.7,898.4,920.5,957.2,1005.2,1039.8,1083.3,1148.7,1203.2,1275.3,1339.7,1387.0,1353.7,1469.5,1530.7,1581.1,1596.9,1638.2,1681.8,1708.9,1.3%,3.4%,53.3%
European Union #,34.1,38.5,46.0,59.0,75.9,95.2,116.8,141.6,160.7,181.6,194.9,212.0,221.6,230.1,242.6,241.5,239.1,233.9,242.8,254.4,267.1,270.9,284.2,280.7,289.1,297.6,307.7,299.0,311.2,310.0,334.8,368.4,362.8,373.9,386.9,396.9,407.2,408.1,425.6,436.4,446.8,441.1,434.7,445.4,416.5,448.1,404.7,394.7,388.1,344.7,359.2,385.9,7.1%,--2.2%,12.0%
CIS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,464.4,479.0,502.4,529.8,540.7,566.0,568.9,539.8,526.1,489.9,472.2,479.7,448.6,458.1,463.6,467.6,476.8,480.9,486.8,497.2,504.0,524.3,534.3,530.1,479.8,513.8,531.9,524.6,512.6,509.8,499.8,492.0,--1.8%,--0.1%,15.4%
